order_id,order_date,customer_id,product_id,quantity,selling_price,discount,returned,product_name,category,sub_category,cost_price,customer_name,city,state,region,revenue,cost,profit,profit_margin,order_year,order_month,month_name,order_quarter,return_flag,customer_type
O024695,2025-11-29,C07211,P0294,2,10261.46,0.05,No,Storage Box 294,Home & Kitchen,Kitchen & Home,8002.63,Priya Sharma,Delhi,Delhi,North,19496.77,16005.26,3491.51,17.91,2025,11,November,Q4,0,Returning Customer
O024696,2025-01-11,C03135,P0236,1,8593.46,0.05,No,Football 236,Sports,Fitness,6232.95,Aarav Mishra,Kochi,Kerala,South,8163.79,6232.95,1930.84,23.65,2025,1,January,Q1,0,Returning Customer
O024697,2025-09-22,C01295,P0283,1,7639.54,0.2,No,SQL Complete Guide 283,Books,Books,5516.55,Sahil Singh,Kanpur,Uttar Pradesh,North,6111.63,5516.55,595.08,9.74,2025,9,September,Q3,0,Returning Customer
O024698,2025-01-12,C08695,P0414,1,11956.0,0.05,No,Backpack 414,Fashion,Clothing,8947.61,Simran Agarwal,Lucknow,Uttar Pradesh,North,11358.2,8947.61,2410.59,21.22,2025,1,January,Q1,0,Returning Customer
O024699,2025-11-14,C02123,P0079,3,17626.25,0.1,No,Resistance Band 79,Sports,Fitness,13950.29,Aditi Sharma,Ahmedabad,Gujarat,West,47590.88,41850.87,5740.0,12.06,2025,11,November,Q4,0,Returning Customer
O024700,2025-04-20,C07994,P0494,2,14059.13,0.05,No,Storage Box 494,Home & Kitchen,Kitchen & Home,9789.24,Vikash Gupta,Chennai,Tamil Nadu,South,26712.35,19578.48,7133.87,26.71,2025,4,April,Q2,0,Returning Customer
O024701,2025-03-28,C06810,P0380,2,7751.48,0.2,No,Data Science Handbook 380,Books,Books,5951.0,Sahil Agarwal,Bhubaneswar,Odisha,East,12402.37,11902.0,500.37,4.03,2025,3,March,Q1,0,Returning Customer
O024702,2025-05-19,C02722,P0371,1,16777.98,0.25,No,Bedside Table 371,Furniture,Home Furniture,12717.8,Neha Gupta,Lucknow,Uttar Pradesh,North,12583.48,12717.8,-134.31,-1.07,2025,5,May,Q2,0,Returning Customer
O024703,2025-08-29,C03413,P0274,1,7675.3,0.0,No,Water Bottle 274,Home & Kitchen,Kitchen & Home,5787.1,Kavya Rajput,Chennai,Tamil Nadu,South,7675.3,5787.1,1888.2,24.6,2025,8,August,Q3,0,Returning Customer
O024704,2025-10-29,C04555,P0029,2,11386.55,0.0,No,Electric Kettle 29,Home & Kitchen,Kitchen & Home,8656.08,Isha Verma,Chandigarh,Chandigarh,North,22773.1,17312.16,5460.94,23.98,2025,10,October,Q4,0,Returning Customer
O024705,2025-10-01,C08029,P0175,5,13593.53,0.05,No,Bedside Table 175,Furniture,Home Furniture,9323.56,Neha Singh,Bhubaneswar,Odisha,East,64569.27,46617.8,17951.47,27.8,2025,10,October,Q4,0,Returning Customer
O024706,2025-05-29,C08215,P0135,3,5467.72,0.1,No,Hoodie 135,Fashion,Clothing,3726.47,Aditya Rajput,Surat,Gujarat,West,14762.84,11179.41,3583.43,24.27,2025,5,May,Q2,0,Returning Customer
O024707,2025-08-07,C04757,P0395,1,9824.25,0.1,No,TV Unit 395,Furniture,Home Furniture,7003.16,Arjun Verma,Kolkata,West Bengal,East,8841.83,7003.16,1838.67,20.8,2025,8,August,Q3,0,Returning Customer
O024708,2025-06-15,C00302,P0290,1,21246.93,0.25,No,Jeans 290,Fashion,Clothing,13860.81,Pooja Yadav,Patna,Bihar,East,15935.2,13860.81,2074.39,13.02,2025,6,June,Q2,0,Returning Customer
O024709,2025-11-29,C03551,P0258,1,15355.66,0.0,No,Gym Gloves 258,Sports,Fitness,12351.2,Simran Kumar,Delhi,Delhi,North,15355.66,12351.2,3004.46,19.57,2025,11,November,Q4,0,Returning Customer
O024710,2025-01-17,C03917,P0328,2,4907.62,0.05,No,Makeup Kit 328,Beauty,Personal Care,4178.14,Ankit Gupta,Delhi,Delhi,North,9324.48,8356.28,968.2,10.38,2025,1,January,Q1,0,Returning Customer
O024711,2025-11-16,C00483,P0262,1,7684.71,0.1,No,Kurta 262,Fashion,Clothing,5102.89,Arjun Mishra,Mumbai,Maharashtra,West,6916.24,5102.89,1813.35,26.22,2025,11,November,Q4,0,Returning Customer
O024712,2025-03-29,C07904,P0018,1,14465.72,0.25,No,Monitor 18,Electronics,Gadgets,10676.02,Sahil Singh,Hyderabad,Telangana,South,10849.29,10676.02,173.27,1.6,2025,3,March,Q1,0,Returning Customer
O024713,2025-11-02,C03184,P0408,2,2687.66,0.1,No,Dumbbells 408,Sports,Fitness,2215.95,Sahil Verma,Chandigarh,Chandigarh,North,4837.79,4431.9,405.89,8.39,2025,11,November,Q4,0,Returning Customer
O024714,2025-07-26,C04296,P0098,2,16050.1,0.15,No,Electric Kettle 98,Home & Kitchen,Kitchen & Home,13772.39,Sahil Gupta,Chennai,Tamil Nadu,South,27285.17,27544.78,-259.61,-0.95,2025,7,July,Q3,0,Returning Customer
O024715,2025-10-10,C07592,P0349,2,11687.99,0.05,No,Webcam 349,Electronics,Gadgets,7397.04,Kavya Sharma,Kochi,Kerala,South,22207.18,14794.08,7413.1,33.38,2025,10,October,Q4,0,Returning Customer
O024716,2025-04-03,C04308,P0400,1,13264.71,0.2,No,Skipping Rope 400,Sports,Fitness,10056.94,Karan Rajput,Surat,Gujarat,West,10611.77,10056.94,554.83,5.23,2025,4,April,Q2,0,Returning Customer
O024717,2025-09-24,C02126,P0023,1,8438.67,0.0,No,Wireless Mouse 23,Electronics,Gadgets,6242.15,Sneha Agarwal,Mumbai,Maharashtra,West,8438.67,6242.15,2196.52,26.03,2025,9,September,Q3,0,Returning Customer
O024718,2025-04-09,C09838,P0063,1,5856.48,0.0,No,Dumbbells 63,Sports,Fitness,4015.75,Isha Rajput,Kochi,Kerala,South,5856.48,4015.75,1840.73,31.43,2025,4,April,Q2,0,Returning Customer
O024719,2025-10-19,C00855,P0385,2,6379.95,0.1,No,Digital Marketing 385,Books,Books,5537.16,Neha Kumar,Chandigarh,Chandigarh,North,11483.91,11074.32,409.59,3.57,2025,10,October,Q4,0,Returning Customer
O024720,2025-09-26,C07114,P0411,1,15202.78,0.05,No,SQL Complete Guide 411,Books,Books,12461.36,Aditya Patel,Patna,Bihar,East,14442.64,12461.36,1981.28,13.72,2025,9,September,Q3,0,Returning Customer
O024721,2025-10-02,C08754,P0026,3,3099.81,0.25,No,Digital Marketing 26,Books,Books,2007.34,Aarav Gupta,Kochi,Kerala,South,6974.57,6022.02,952.55,13.66,2025,10,October,Q4,0,Returning Customer
O024722,2025-05-02,C00328,P0274,4,7675.3,0.25,No,Water Bottle 274,Home & Kitchen,Kitchen & Home,5787.1,Aarav Sharma,Chennai,Tamil Nadu,South,23025.9,23148.4,-122.5,-0.53,2025,5,May,Q2,0,Returning Customer
O024723,2025-02-28,C00375,P0187,4,9100.08,0.0,No,Makeup Kit 187,Beauty,Personal Care,7492.1,Rahul Yadav,Kolkata,West Bengal,East,36400.32,29968.4,6431.92,17.67,2025,2,February,Q1,0,Returning Customer
O024724,2025-07-21,C01609,P0026,4,3099.81,0.0,No,Digital Marketing 26,Books,Books,2007.34,Ankit Verma,Kolkata,West Bengal,East,12399.24,8029.36,4369.88,35.24,2025,7,July,Q3,0,Returning Customer
O024725,2025-09-24,C00201,P0003,1,10585.98,0.15,No,Jeans 3,Fashion,Clothing,8914.57,Aman Kumar,Patna,Bihar,East,8998.08,8914.57,83.51,0.93,2025,9,September,Q3,0,Returning Customer
O024726,2025-10-27,C00824,P0145,1,8335.54,0.25,No,Kitchen Scale 145,Home & Kitchen,Kitchen & Home,6298.27,Karan Agarwal,Patna,Bihar,East,6251.66,6298.27,-46.61,-0.75,2025,10,October,Q4,0,Returning Customer
O024727,2025-12-04,C03494,P0071,1,7923.88,0.25,No,Shampoo 71,Beauty,Personal Care,5768.48,Sneha Rajput,Pune,Maharashtra,West,5942.91,5768.48,174.43,2.94,2025,12,December,Q4,0,Returning Customer
O024728,2025-07-04,C04741,P0330,1,5761.4,0.05,No,Face Serum 330,Beauty,Personal Care,4022.41,Ankit Verma,Patna,Bihar,East,5473.33,4022.41,1450.92,26.51,2025,7,July,Q3,0,Returning Customer
O024729,2025-08-21,C05684,P0462,1,10912.33,0.05,No,Machine Learning Guide 462,Books,Books,7452.84,Riya Kumar,Delhi,Delhi,North,10366.71,7452.84,2913.87,28.11,2025,8,August,Q3,0,Returning Customer
O024730,2025-02-06,C02191,P0467,1,17009.55,0.05,Yes,Track Pants 467,Fashion,Clothing,11575.04,Kavya Verma,Lucknow,Uttar Pradesh,North,16159.07,11575.04,4584.03,28.37,2025,2,February,Q1,1,Returning Customer
O024731,2025-07-03,C02179,P0404,3,2978.54,0.25,No,Track Pants 404,Fashion,Clothing,2048.06,Sahil Agarwal,Mumbai,Maharashtra,West,6701.71,6144.18,557.53,8.32,2025,7,July,Q3,0,Returning Customer
O024732,2025-01-14,C05114,P0377,2,376.75,0.0,No,USB Cable 377,Electronics,Gadgets,286.78,Arjun Singh,Lucknow,Uttar Pradesh,North,753.5,573.56,179.94,23.88,2025,1,January,Q1,0,Returning Customer
O024733,2025-03-14,C00472,P0429,2,789.7,0.2,Yes,Leadership Skills 429,Books,Books,562.92,Sahil Gupta,Jaipur,Rajasthan,North,1263.52,1125.84,137.68,10.9,2025,3,March,Q1,1,Returning Customer
O024734,2025-11-25,C07673,P0146,3,2161.81,0.0,No,Backpack 146,Fashion,Clothing,1379.98,Ankit Kumar,Kolkata,West Bengal,East,6485.43,4139.94,2345.49,36.17,2025,11,November,Q4,0,Returning Customer
O024735,2025-01-07,C09931,P0069,4,6711.1,0.15,No,Makeup Kit 69,Beauty,Personal Care,5743.86,Simran Verma,Kolkata,West Bengal,East,22817.74,22975.44,-157.7,-0.69,2025,1,January,Q1,0,Returning Customer
O024736,2025-12-16,C04993,P0471,1,5308.44,0.1,No,Vacuum Cleaner 471,Home & Kitchen,Kitchen & Home,3617.52,Isha Rajput,Mumbai,Maharashtra,West,4777.6,3617.52,1160.08,24.28,2025,12,December,Q4,0,Returning Customer
O024737,2025-01-22,C05527,P0452,3,15438.54,0.0,Yes,Mixer Grinder 452,Home & Kitchen,Kitchen & Home,11198.11,Aarav Yadav,Pune,Maharashtra,West,46315.62,33594.33,12721.29,27.47,2025,1,January,Q1,1,Returning Customer
O024738,2025-01-22,C06656,P0169,1,6371.73,0.0,No,Jeans 169,Fashion,Clothing,4027.64,Karan Sharma,Ahmedabad,Gujarat,West,6371.73,4027.64,2344.09,36.79,2025,1,January,Q1,0,Returning Customer
O024739,2025-07-24,C08591,P0463,1,12336.06,0.1,No,Sofa 463,Furniture,Home Furniture,9512.61,Aditya Singh,Chennai,Tamil Nadu,South,11102.45,9512.61,1589.84,14.32,2025,7,July,Q3,0,Returning Customer
O024740,2025-12-19,C09326,P0358,1,13905.47,0.25,No,Air Fryer 358,Home & Kitchen,Kitchen & Home,10050.63,Karan Gupta,Hyderabad,Telangana,South,10429.1,10050.63,378.47,3.63,2025,12,December,Q4,0,Returning Customer
O024741,2025-02-06,C05341,P0209,1,10967.3,0.0,No,Keyboard 209,Electronics,Gadgets,8987.22,Rahul Sharma,Lucknow,Uttar Pradesh,North,10967.3,8987.22,1980.08,18.05,2025,2,February,Q1,0,Returning Customer
O024742,2025-01-04,C06197,P0191,5,626.87,0.15,No,Makeup Kit 191,Beauty,Personal Care,484.53,Rahul Rajput,Chandigarh,Chandigarh,North,2664.2,2422.65,241.55,9.07,2025,1,January,Q1,0,Returning Customer
O024743,2025-10-17,C03386,P0222,1,19725.69,0.1,No,Digital Marketing 222,Books,Books,13398.3,Neha Patel,Chennai,Tamil Nadu,South,17753.12,13398.3,4354.82,24.53,2025,10,October,Q4,0,Returning Customer
O024744,2025-10-31,C03918,P0178,1,3978.52,0.1,No,Bookshelf 178,Furniture,Home Furniture,2659.23,Ananya Mishra,Jaipur,Rajasthan,North,3580.67,2659.23,921.44,25.73,2025,10,October,Q4,0,Returning Customer
O024745,2025-02-11,C02744,P0052,2,637.5,0.25,No,Kurta 52,Fashion,Clothing,489.1,Aman Mishra,Kolkata,West Bengal,East,956.25,978.2,-21.95,-2.3,2025,2,February,Q1,0,Returning Customer
O024746,2025-10-08,C03857,P0028,3,3385.6,0.25,No,Study Table 28,Furniture,Home Furniture,2428.02,Aarav Verma,Jaipur,Rajasthan,North,7617.6,7284.06,333.54,4.38,2025,10,October,Q4,0,Returning Customer
O024747,2025-04-04,C02414,P0319,1,9595.8,0.05,No,Jeans 319,Fashion,Clothing,6785.03,Pooja Mishra,Chennai,Tamil Nadu,South,9116.01,6785.03,2330.98,25.57,2025,4,April,Q2,0,Returning Customer
O024748,2025-07-23,C08823,P0074,1,17873.88,0.1,No,Perfume 74,Beauty,Personal Care,14827.67,Karan Yadav,Kochi,Kerala,South,16086.49,14827.67,1258.82,7.83,2025,7,July,Q3,0,New Customer
O024749,2025-04-30,C03882,P0149,5,14501.44,0.0,No,Web Development 149,Books,Books,10682.54,Aarav Rajput,Kochi,Kerala,South,72507.2,53412.7,19094.5,26.33,2025,4,April,Q2,0,Returning Customer
O024750,2025-01-07,C02649,P0470,3,2731.47,0.05,No,Shampoo 470,Beauty,Personal Care,2109.23,Neha Sharma,Chandigarh,Chandigarh,North,7784.69,6327.69,1457.0,18.72,2025,1,January,Q1,0,Returning Customer
O024751,2025-06-21,C04175,P0402,1,17500.88,0.0,No,Leadership Skills 402,Books,Books,12819.92,Ananya Mishra,Bhubaneswar,Odisha,East,17500.88,12819.92,4680.96,26.75,2025,6,June,Q2,0,Returning Customer
O024752,2025-12-05,C03012,P0281,1,6168.15,0.05,No,Web Development 281,Books,Books,4848.56,Isha Patel,Mumbai,Maharashtra,West,5859.74,4848.56,1011.18,17.26,2025,12,December,Q4,0,Returning Customer
O024753,2025-06-15,C09950,P0075,1,7909.38,0.25,Yes,Resistance Band 75,Sports,Fitness,6407.76,Aarav Sharma,Bhubaneswar,Odisha,East,5932.04,6407.76,-475.73,-8.02,2025,6,June,Q2,1,Returning Customer
O024754,2025-05-26,C04173,P0078,1,1175.42,0.05,No,Air Fryer 78,Home & Kitchen,Kitchen & Home,967.91,Ankit Singh,Patna,Bihar,East,1116.65,967.91,148.74,13.32,2025,5,May,Q2,0,Returning Customer
O024755,2025-01-05,C02482,P0272,2,11818.79,0.0,No,Yoga Mat 272,Sports,Fitness,8606.82,Ankit Kumar,Jaipur,Rajasthan,North,23637.58,17213.64,6423.94,27.18,2025,1,January,Q1,0,Returning Customer
O024756,2025-07-12,C04910,P0483,1,6653.56,0.1,No,Skipping Rope 483,Sports,Fitness,4494.22,Sahil Mishra,Surat,Gujarat,West,5988.2,4494.22,1493.98,24.95,2025,7,July,Q3,0,Returning Customer
O024757,2025-08-28,C03648,P0434,1,12759.44,0.15,No,Coffee Maker 434,Home & Kitchen,Kitchen & Home,8741.48,Karan Yadav,Kanpur,Uttar Pradesh,North,10845.52,8741.48,2104.04,19.4,2025,8,August,Q3,0,Returning Customer
O024758,2025-10-20,C01902,P0159,1,15278.06,0.25,No,Python Programming 159,Books,Books,10870.73,Rahul Agarwal,Lucknow,Uttar Pradesh,North,11458.54,10870.73,587.82,5.13,2025,10,October,Q4,0,Returning Customer
O024759,2025-10-03,C01203,P0481,2,8029.95,0.25,No,Wireless Mouse 481,Electronics,Gadgets,5965.11,Ankit Yadav,Kanpur,Uttar Pradesh,North,12044.92,11930.22,114.7,0.95,2025,10,October,Q4,0,Returning Customer
O024760,2025-08-10,C00875,P0148,2,13777.13,0.05,No,Computer Desk 148,Furniture,Home Furniture,10968.74,Karan Yadav,Bengaluru,Karnataka,South,26176.55,21937.48,4239.07,16.19,2025,8,August,Q3,0,Returning Customer
O024761,2025-02-13,C09320,P0378,5,9109.45,0.25,No,Data Science Handbook 378,Books,Books,7269.83,Ananya Verma,Jaipur,Rajasthan,North,34160.44,36349.15,-2188.71,-6.41,2025,2,February,Q1,0,Returning Customer
O024762,2025-08-28,C07045,P0022,1,14726.15,0.2,No,Sneakers 22,Fashion,Clothing,10300.16,Pooja Agarwal,Mumbai,Maharashtra,West,11780.92,10300.16,1480.76,12.57,2025,8,August,Q3,0,Returning Customer
O024763,2025-08-13,C08391,P0018,3,14465.72,0.05,No,Monitor 18,Electronics,Gadgets,10676.02,Aman Verma,Mumbai,Maharashtra,West,41227.3,32028.06,9199.24,22.31,2025,8,August,Q3,0,Returning Customer
O024764,2025-09-18,C02455,P0288,3,3473.28,0.25,No,Moisturizer 288,Beauty,Personal Care,2929.89,Aman Gupta,Kochi,Kerala,South,7814.88,8789.67,-974.79,-12.47,2025,9,September,Q3,0,Returning Customer
O024765,2025-01-31,C00452,P0111,1,2807.17,0.05,No,Jeans 111,Fashion,Clothing,2420.93,Arjun Patel,Kolkata,West Bengal,East,2666.81,2420.93,245.88,9.22,2025,1,January,Q1,0,Returning Customer
O024766,2025-09-10,C08307,P0416,4,17060.84,0.05,Yes,Air Fryer 416,Home & Kitchen,Kitchen & Home,11766.98,Vikash Patel,Kochi,Kerala,South,64831.19,47067.92,17763.27,27.4,2025,9,September,Q3,1,Returning Customer
O024767,2025-09-05,C06697,P0248,3,5212.87,0.05,No,Monitor 248,Electronics,Gadgets,3484.79,Pooja Mishra,Bhubaneswar,Odisha,East,14856.68,10454.37,4402.31,29.63,2025,9,September,Q3,0,Returning Customer
O024768,2025-07-06,C00523,P0374,2,23513.09,0.15,No,Jeans 374,Fashion,Clothing,14867.29,Isha Patel,Ahmedabad,Gujarat,West,39972.25,29734.58,10237.67,25.61,2025,7,July,Q3,0,Returning Customer
O024769,2025-09-05,C07181,P0030,3,14970.72,0.0,No,Fiction Novel 30,Books,Books,10656.7,Ananya Agarwal,Bengaluru,Karnataka,South,44912.16,31970.1,12942.06,28.82,2025,9,September,Q3,0,Returning Customer
O024770,2025-08-06,C01933,P0444,3,5374.53,0.05,No,Badminton Racket 444,Sports,Fitness,3971.87,Ankit Rajput,Lucknow,Uttar Pradesh,North,15317.41,11915.61,3401.8,22.21,2025,8,August,Q3,0,Returning Customer
O024771,2025-07-24,C00152,P0386,2,11398.74,0.1,No,Sofa 386,Furniture,Home Furniture,9069.64,Sneha Yadav,Bhubaneswar,Odisha,East,20517.73,18139.28,2378.45,11.59,2025,7,July,Q3,0,Returning Customer
O024772,2025-09-28,C07482,P0369,1,11337.54,0.25,No,Water Bottle 369,Home & Kitchen,Kitchen & Home,7697.19,Aditya Sharma,Bhubaneswar,Odisha,East,8503.16,7697.19,805.97,9.48,2025,9,September,Q3,0,Returning Customer
O024773,2025-12-10,C05014,P0001,1,7612.3,0.25,No,Cookware Set 1,Home & Kitchen,Kitchen & Home,5929.42,Sahil Yadav,Kochi,Kerala,South,5709.22,5929.42,-220.19,-3.86,2025,12,December,Q4,0,Returning Customer
O024774,2025-03-30,C04169,P0292,2,7201.73,0.05,No,USB Cable 292,Electronics,Gadgets,6157.69,Ankit Kumar,Chennai,Tamil Nadu,South,13683.29,12315.38,1367.91,10.0,2025,3,March,Q1,0,Returning Customer
O024775,2025-04-26,C05534,P0429,1,789.7,0.05,No,Leadership Skills 429,Books,Books,562.92,Priya Sharma,Chennai,Tamil Nadu,South,750.22,562.92,187.3,24.97,2025,4,April,Q2,0,Returning Customer
O024776,2025-12-23,C05143,P0143,3,23632.34,0.15,No,Jeans 143,Fashion,Clothing,14924.8,Vikash Verma,Bengaluru,Karnataka,South,60262.47,44774.4,15488.07,25.7,2025,12,December,Q4,0,Returning Customer
O024777,2025-02-17,C00386,P0430,3,16347.68,0.1,No,Moisturizer 430,Beauty,Personal Care,12645.48,Simran Verma,Ahmedabad,Gujarat,West,44138.74,37936.44,6202.3,14.05,2025,2,February,Q1,0,Returning Customer
O024778,2025-02-25,C09849,P0256,1,15939.8,0.0,No,Computer Desk 256,Furniture,Home Furniture,13419.59,Isha Patel,Kolkata,West Bengal,East,15939.8,13419.59,2520.21,15.81,2025,2,February,Q1,0,Returning Customer
O024779,2025-01-30,C03074,P0443,4,6365.25,0.15,No,Makeup Kit 443,Beauty,Personal Care,4874.54,Aarav Agarwal,Ahmedabad,Gujarat,West,21641.85,19498.16,2143.69,9.91,2025,1,January,Q1,0,Returning Customer
O024780,2025-04-03,C05474,P0274,1,7675.3,0.1,No,Water Bottle 274,Home & Kitchen,Kitchen & Home,5787.1,Rohan Kumar,Ahmedabad,Gujarat,West,6907.77,5787.1,1120.67,16.22,2025,4,April,Q2,0,Returning Customer
O024781,2025-09-26,C08711,P0408,1,2687.66,0.15,No,Dumbbells 408,Sports,Fitness,2215.95,Aditya Singh,Chennai,Tamil Nadu,South,2284.51,2215.95,68.56,3.0,2025,9,September,Q3,0,Returning Customer
O024782,2025-10-22,C08099,P0023,1,8438.67,0.25,No,Wireless Mouse 23,Electronics,Gadgets,6242.15,Neha Verma,Surat,Gujarat,West,6329.0,6242.15,86.85,1.37,2025,10,October,Q4,0,Returning Customer
O024783,2025-12-27,C03259,P0361,1,13579.59,0.0,No,Webcam 361,Electronics,Gadgets,11687.09,Neha Rajput,Chennai,Tamil Nadu,South,13579.59,11687.09,1892.5,13.94,2025,12,December,Q4,0,Returning Customer
O024784,2025-04-19,C01549,P0163,1,2615.63,0.05,No,Machine Learning Guide 163,Books,Books,2063.18,Neha Rajput,Bengaluru,Karnataka,South,2484.85,2063.18,421.67,16.97,2025,4,April,Q2,0,Returning Customer
O024785,2025-06-06,C07456,P0157,1,11681.05,0.05,No,Cricket Bat 157,Sports,Fitness,9682.47,Ankit Rajput,Kolkata,West Bengal,East,11097.0,9682.47,1414.53,12.75,2025,6,June,Q2,0,Returning Customer
O024786,2025-03-01,C02848,P0194,2,6380.09,0.1,Yes,SQL Complete Guide 194,Books,Books,5148.73,Aman Gupta,Mumbai,Maharashtra,West,11484.16,10297.46,1186.7,10.33,2025,3,March,Q1,1,Returning Customer
O024787,2025-06-15,C02024,P0270,4,7308.9,0.25,No,Smart Watch 270,Electronics,Gadgets,4577.65,Isha Gupta,Kolkata,West Bengal,East,21926.7,18310.6,3616.1,16.49,2025,6,June,Q2,0,Returning Customer
O024788,2025-05-19,C05067,P0473,3,4233.37,0.0,No,Business Analytics 473,Books,Books,3122.87,Karan Sharma,Delhi,Delhi,North,12700.11,9368.61,3331.5,26.23,2025,5,May,Q2,0,Returning Customer
O024789,2025-02-15,C09221,P0410,1,2644.84,0.2,No,Face Serum 410,Beauty,Personal Care,1999.15,Pooja Agarwal,Chennai,Tamil Nadu,South,2115.87,1999.15,116.72,5.52,2025,2,February,Q1,0,Returning Customer
O024790,2025-01-10,C05931,P0112,1,15916.71,0.05,No,Machine Learning Guide 112,Books,Books,11013.21,Priya Mishra,Kolkata,West Bengal,East,15120.87,11013.21,4107.66,27.17,2025,1,January,Q1,0,Returning Customer
O024791,2025-12-01,C02346,P0376,1,18265.52,0.2,Yes,Computer Desk 376,Furniture,Home Furniture,13777.68,Sneha Agarwal,Bengaluru,Karnataka,South,14612.42,13777.68,834.74,5.71,2025,12,December,Q4,1,Returning Customer
O024792,2025-01-06,C03004,P0167,1,5949.28,0.25,No,Storage Box 167,Home & Kitchen,Kitchen & Home,3777.56,Rohan Rajput,Pune,Maharashtra,West,4461.96,3777.56,684.4,15.34,2025,1,January,Q1,0,Returning Customer
O024793,2025-05-14,C07127,P0074,1,17873.88,0.0,No,Perfume 74,Beauty,Personal Care,14827.67,Sneha Mishra,Bengaluru,Karnataka,South,17873.88,14827.67,3046.21,17.04,2025,5,May,Q2,0,Returning Customer
O024794,2025-01-01,C08492,P0369,1,11337.54,0.0,No,Water Bottle 369,Home & Kitchen,Kitchen & Home,7697.19,Sahil Gupta,Kochi,Kerala,South,11337.54,7697.19,3640.35,32.11,2025,1,January,Q1,0,Returning Customer
O024795,2025-12-30,C00570,P0114,3,16777.43,0.2,No,Jacket 114,Fashion,Clothing,14217.31,Ankit Sharma,Lucknow,Uttar Pradesh,North,40265.83,42651.93,-2386.1,-5.93,2025,12,December,Q4,0,Returning Customer
O024796,2025-06-25,C01281,P0143,1,23632.34,0.1,No,Jeans 143,Fashion,Clothing,14924.8,Vikash Rajput,Delhi,Delhi,North,21269.11,14924.8,6344.31,29.83,2025,6,June,Q2,0,Returning Customer
O024797,2025-02-01,C00427,P0106,1,10459.23,0.15,No,Study Table 106,Furniture,Home Furniture,7213.56,Priya Patel,Delhi,Delhi,North,8890.35,7213.56,1676.79,18.86,2025,2,February,Q1,0,Returning Customer
O024798,2025-12-20,C09805,P0229,2,18884.6,0.0,No,Face Wash 229,Beauty,Personal Care,13710.98,Arjun Yadav,Chennai,Tamil Nadu,South,37769.2,27421.96,10347.24,27.4,2025,12,December,Q4,0,Returning Customer
O024799,2025-06-09,C07861,P0221,1,15636.53,0.15,No,Study Table 221,Furniture,Home Furniture,10135.99,Pooja Sharma,Kolkata,West Bengal,East,13291.05,10135.99,3155.06,23.74,2025,6,June,Q2,0,Returning Customer
O024800,2025-06-28,C06004,P0031,1,7777.47,0.05,Yes,Bluetooth Speaker 31,Electronics,Gadgets,5215.35,Sneha Singh,Mumbai,Maharashtra,West,7388.6,5215.35,2173.25,29.41,2025,6,June,Q2,1,Returning Customer
O024801,2025-01-18,C08197,P0192,1,19584.26,0.1,No,Kitchen Scale 192,Home & Kitchen,Kitchen & Home,13003.87,Rahul Rajput,Chandigarh,Chandigarh,North,17625.83,13003.87,4621.96,26.22,2025,1,January,Q1,0,Returning Customer
O024802,2025-11-21,C02656,P0193,1,3787.37,0.2,No,Digital Marketing 193,Books,Books,2782.86,Ananya Rajput,Pune,Maharashtra,West,3029.9,2782.86,247.04,8.15,2025,11,November,Q4,0,Returning Customer
O024803,2025-11-18,C07301,P0051,1,17680.6,0.15,No,Perfume 51,Beauty,Personal Care,12686.72,Aarav Agarwal,Kolkata,West Bengal,East,15028.51,12686.72,2341.79,15.58,2025,11,November,Q4,0,Returning Customer
O024804,2025-09-13,C01096,P0150,1,6600.29,0.0,No,Water Bottle 150,Home & Kitchen,Kitchen & Home,4596.59,Rohan Rajput,Pune,Maharashtra,West,6600.29,4596.59,2003.7,30.36,2025,9,September,Q3,0,Returning Customer
O024805,2025-02-09,C02765,P0215,4,14391.4,0.2,No,Jeans 215,Fashion,Clothing,9323.76,Neha Agarwal,Hyderabad,Telangana,South,46052.48,37295.04,8757.44,19.02,2025,2,February,Q1,0,Returning Customer
O024806,2025-04-19,C01876,P0080,1,17977.8,0.05,No,Face Wash 80,Beauty,Personal Care,11854.97,Pooja Gupta,Bengaluru,Karnataka,South,17078.91,11854.97,5223.94,30.59,2025,4,April,Q2,0,Returning Customer
O024807,2025-05-17,C04101,P0176,3,17886.76,0.25,No,Finance Basics 176,Books,Books,11855.25,Arjun Patel,Ahmedabad,Gujarat,West,40245.21,35565.75,4679.46,11.63,2025,5,May,Q2,0,Returning Customer
O024808,2025-04-04,C07420,P0271,1,14213.96,0.0,No,Cricket Bat 271,Sports,Fitness,10053.96,Rahul Verma,Kolkata,West Bengal,East,14213.96,10053.96,4160.0,29.27,2025,4,April,Q2,0,Returning Customer
O024809,2025-06-20,C03892,P0436,1,2362.54,0.2,No,Shampoo 436,Beauty,Personal Care,1920.2,Riya Yadav,Kolkata,West Bengal,East,1890.03,1920.2,-30.17,-1.6,2025,6,June,Q2,0,Returning Customer
O024810,2025-03-09,C04509,P0307,1,13485.03,0.2,No,Yoga Mat 307,Sports,Fitness,10109.14,Vikash Patel,Kanpur,Uttar Pradesh,North,10788.02,10109.14,678.88,6.29,2025,3,March,Q1,0,Returning Customer
O024811,2025-09-24,C01152,P0129,3,7722.21,0.25,No,Leadership Skills 129,Books,Books,5265.16,Aarav Rajput,Mumbai,Maharashtra,West,17374.97,15795.48,1579.49,9.09,2025,9,September,Q3,0,Returning Customer
